fecha	rank	iteracion_bayesiana	qsemillas	semilla	corte	ganancia	metrica
20241030.033106	1	47	1	286249	2000	4.299	4.299
20241030.033148	1	47	1	286249	2200	5.289	5.289
20241030.033231	1	47	1	286249	2400	4.639	4.639
20241030.033317	1	47	1	872177	1600	5.789	5.789
20241030.033359	1	47	1	872177	1800	6.329	6.329
20241030.033442	1	47	1	872177	2000	7.269	7.269
20241030.033523	1	47	1	872177	2200	7.119	7.119
20241030.033605	1	47	1	872177	2400	6.989	6.989
20241030.033650	1	47	1	524681	1600	4.529	4.529
20241030.033731	1	47	1	524681	1800	4.049	4.049
20241030.033813	1	47	1	524681	2000	3.519	3.519
20241030.033854	1	47	1	524681	2200	3.319	3.319
20241030.033937	1	47	1	524681	2400	3.539	3.539
20241030.034021	1	47	1	787439	1600	7.209	7.209
20241030.034102	1	47	1	787439	1800	7.029	7.029
20241030.034143	1	47	1	787439	2000	6.469	6.469
20241030.034227	1	47	1	787439	2200	6.649	6.649
20241030.034308	1	47	1	787439	2400	6.889	6.889
20241030.034351	1	47	1	299617	1600	6.569	6.569
20241030.034432	1	47	1	299617	1800	5.989	5.989
20241030.034513	1	47	1	299617	2000	5.789	5.789
20241030.034554	1	47	1	299617	2200	5.649	5.649
20241030.034636	1	47	1	299617	2400	5.419	5.419
20241030.034721	1	47	1	940829	1600	6.589	6.589
20241030.034803	1	47	1	940829	1800	6.009	6.009
20241030.034848	1	47	1	940829	2000	5.489	5.489
20241030.034929	1	47	1	940829	2200	5.289	5.289
20241030.035013	1	47	1	940829	2400	5.469	5.469
20241030.035057	1	47	1	720373	1600	6.139	6.139
20241030.035139	1	47	1	720373	1800	5.969	5.969
20241030.035223	1	47	1	720373	2000	5.519	5.519
20241030.035303	1	47	1	720373	2200	6.139	6.139
20241030.035345	1	47	1	720373	2400	5.539	5.539
20241030.035433	1	47	1	206399	1600	5.989	5.989
20241030.035518	1	47	1	206399	1800	5.909	5.909
20241030.035601	1	47	1	206399	2000	6.059	6.059
20241030.035642	1	47	1	206399	2200	6.719	6.719
20241030.035726	1	47	1	206399	2400	6.439	6.439
20241030.035809	1	47	1	129379	1600	5.159	5.159
20241030.035849	1	47	1	129379	1800	5.059	5.059
20241030.035929	1	47	1	129379	2000	5.269	5.269
20241030.040010	1	47	1	129379	2200	5.509	5.509
20241030.040052	1	47	1	129379	2400	6.039	6.039
20241030.040136	1	47	1	200033	1600	5.589	5.589
20241030.040217	1	47	1	200033	1800	5.829	5.829
20241030.040258	1	47	1	200033	2000	5.669	5.669
20241030.040339	1	47	1	200033	2200	5.079	5.079
20241030.040419	1	47	1	200033	2400	5.329	5.329
20241030.040425	1	47	20	-1	1600	5.7165	5.7165
20241030.040430	1	47	20	-1	1800	5.7505	5.7505
20241030.040435	1	47	20	-1	2000	5.6675	5.6675
20241030.040440	1	47	20	-1	2200	5.7345	5.7345
20241030.040445	1	47	20	-1	2400	5.819	5.819
